ID,EN_NAME,GR_NAME,LAT,LONG
639,HOTEL KARINA TO TOWN,ΞΕΝΟΔΟΧΕΙΟ ΚΑΡΙΝΑ ΠΡΟΣ ΠΟΛΗ,39.534937,19.918494
640,OLD TERMINAL BENITSA TO TOWN,ΠΑΛΙΟ ΤΕΡΜΑ ΜΠΕΝΙΤΣΑ ΠΡΟΣ ΠΟΛΗ,39.538249,19.917237
641,STADIUM TO TOWN,ΣΤΑΔΙΟ ΠΡΟΣ ΠΟΛΗ,39.540277,19.916279
642,AURA TO TOWN,ΑΥΡΑ ΠΡΟΣ ΠΟΛΗ,39.541279,19.914932
643,POTAMAKI TO TOWN,ΠΟΤΑΜΑΚΙ ΠΡΟΣ ΠΟΛΗ,39.544375,19.914549
644,CENTER OF BENITSES TO TOWN,ΚΕΝΤΡΟ ΜΠΕΝΙΤΣΩΝ ΠΡΟΣ ΠΟΛΗ,39.546362,19.913534
645,SCHOOL OF BENITSES TO TOWN,ΣΧΟΛΕΙΟ ΜΠΕΝΙΤΣΕΣ ΠΡΟΣ ΠΟΛΗ,39.547945,19.912423
646,HOTEL GRANDE MARE TO TOWN,ΞΕΝΟΔΟΧΕΙΟ GRANDE MARE ΠΡΟΣ ΠΟΛΗ,39.552426,19.912729
647,HOTEL ANGSANA TO TOWN,ΞΕΝΟΔΟΧΕΙΟ ANGSANA ΠΡΟΣ ΠΟΛΗ,39.555157,19.912101
648,HOTEL EL GRECO TO TOWN,ΞΕΝΟΔΟΧΕΙΟ EL GRECO ΠΡΟΣ ΠΟΛΗ,39.558701,19.911346
649,HOTEL KAIZER TO TOWN,ΞΕΝΟΔΟΧΕΙΟ KAIZER ΠΡΟΣ ΠΟΛΗ,39.561713,19.910528
650,KAIZER BRIDGE TO TOWN,ΓΕΦΥΡΑ KAIZER ΠΡΟΣ ΠΟΛΗ,39.564590,19.910211
651,HOTEL AEOLOS TO TOWN,ΞΕΝΟΔΟΧΕΙΟ AEOLOS ΠΡΟΣ ΠΟΛΗ,39.568339,19.909278
652,HOTEL ELEALS TO TOWN,ΞΕΝΟΔΟΧΕΙΟ ELEALS ΠΡΟΣ ΠΟΛΗ,39.573279,19.911816
653,COCO BANANA TO TOWN,COCO BANANA ΠΡΟΣ ΠΟΛΗ,39.576503,19.913425
654,PERAMA TO TOWN,ΠΕΡΑΜΑ ΠΡΟΣ ΠΟΛΗ,39.579882,19.913227
655,TAVERNA GIANNIS TO TOWN,ΤΑΒΕΡΝΑ ΓΙΑΝΝΗΣ ΠΡΟΣ ΠΟΛΗ,39.582344,19.913998
656,HOTEL AEGLI TO TOWN,ΞΕΝΟΔΟΧΕΙΟ AEGLI ΠΡΟΣ ΠΟΛΗ,39.586053,19.914223
657,ARGO TO TOWN,ΑΡΓΩ ΠΡΟΣ ΠΟΛΗ,39.585762,19.910145
658,IDRAGOGIO TO TOWN,ΥΔΡΑΓΩΓΕΙΟ ΠΡΟΣ ΠΟΛΗ,39.585388,19.906527
659,PAKIA TO TOWN,ΠΑΚΙΑ ΠΡΟΣ ΠΟΛΗ,39.586281,19.902682
660,ST. KIRIAKI TO TOWN,ΑΓΙΑ ΚΥΡΙΑΚΗ ΠΡΟΣ ΠΟΛΗ,39.589092,19.900478
661,KOSKINA JUNCTION TO TOWN,ΚΟΜΒΟΣ ΚΟΣΚΙΝΑ ΠΡΟΣ ΠΟΛΗ,39.590686,19.895765
709,TSORIS,ΤΣΟΡΗΣ,39.627432,19.888424
710,POTAMOS BRIGDE,ΓΕΦΥΡΑ ΠΟΤΑΜΟΥ,39.630135,19.885386
711,HOTEL KERKYRA GOLF LOUIS BLUE,ΞΕΝΟΔΟΧΕΙΟ KERKYRA GOLF LOUIS BLUE,39.632020,19.882774
712,HOTEL SUNSET,ΞΕΝΟΔΟΧΕΙΟ SUNSET,39.633441,19.880101
713,MAGAZAKI,ΜΑΓΑΖΑΚΙ,39.634892,19.876667
714,ST. AIKATERINI,ΑΓΙΑ ΑΙΚΑΤΕΡΙΝΗ,39.636765,19.872378
715,BY NIGHT,ΠΑΛΙΟ BY NIGHT,39.639155,19.866686
716,KINEZIKO,ΚΙΝΕΖΙΚΟ,39.640908,19.863696
717,SOTIRIOTISSA- HOTEL KONTOKALI BAY,ΣΩΤΗΡΙΩΤΙΣΣΑ- ΞΕΝΟΔΟΧΕΙΟ ΚΟΝΤΟΚΑΛΙ BAY,39.644986,19.859650
718,HOTEL TELESILLA & MARINA GOUVIA,ΞΕΝΟΔΟΧΕΙΟ TELESILLA & ΜΑΡΙΝΑ ΓΟΥΒΙΩΝ,39.644895,19.856652
719,PIPILAS,ΠΙΠΙΛΑΣ,39.644515,19.853613
720,HOSPITAL-KONTOKOLI,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ-ΚΟΝΤΟΚΑΛΙ,39.644762,19.850714
721,SPITI PRIFTI,ΣΠΙΤΙ ΠΡΙΦΤΗ,39.648156,19.846420
722,GOUVIA CENTER,ΓΟΥΒΙΑ ΚΕΝΤΡΟ,39.651696,19.842822
723,HOTEL KORKYRA,ΞΕΝΟΔΟΧΕΙΟ ΚΟΡΚΥΡΑ,39.655125,19.840482
724,GOVINO BAY - PARK HOTEL,GOVINO BAY- PARK HOTEL,39.657943,19.839104
725,TZAVROU,ΤΖΑΒΡΟY,39.660108,19.839741
726,KOMMENO,ΚΟΜΜΕΝΟ,39.662588,19.843424
727,DIONYSOS CAMPING,ΔΙΟΝΥΣΟΣ CAMPING,39.664064,19.844214
728,DAFNILA,ΔΑΦΝΙΛΑ,39.666798,19.843485
729,MERLI,MERLI,39.668733,19.842306
730,HOTEL PRIMAVERA,ΞΕΝΟΔΟΧΕΙΟ PRIMAVERA,39.672234,19.839700
731,MAGNA GRAECIA HOTEL,MAGNA GRAECIA HOTEL,39.675792,19.839584
732,IKOS DASSIA,IKOS DASSIA,39.680074,19.838379
733,MALIBU,MALIBU,39.681953,19.837602
735,ELEA BEACH HOTEL TO TOWN,ELEA BEACH HOTEL ΠΡΟΣ ΠΟΛΗ,39.685045,19.837550
736,MALIBU TO TOWN,MALIBU ΠΡΟΣ ΠΟΛΗ,39.682008,19.837450
737,IKOS DASSIA TO TOWN,IKOS DASSIA ΠΡΟΣ ΠΟΛΗ,39.680075,19.838225
738,MAGNA GRAECIA HOTEL TO TOWN,MAGNA GRAECIA HOTEL ΠΡΟΣ ΠΟΛΗ,39.675771,19.839436
739,HOTEL PRIMAVERA TO TOWN,ΞΕΝΟΔΟΧΕΙΟ PRIMAVERA ΠΡΟΣ ΠΟΛΗ,39.672254,19.839587
740,MERLI TO TOWN,MERLI ΠΡΟΣ ΠΟΛΗ,39.668658,19.842210
741,DAFNILA TO TOWN,ΔΑΦΝΙΛΑ ΠΡΟΣ ΠΟΛΗ,39.666833,19.843368
742,DIONYSOS CAMPING TO TOWN,ΔΙΟΝΥΣΟΣ CAMPING ΠΡΟΣ ΠΟΛΗ,39.664095,19.844112
743,KOMMENO TO TOWN,KOMMENO ΠΡΟΣ ΠΟΛΗ,39.662349,19.842593
744,TZAVROU TO TOWN,ΤΖΑΒΡΟY ΠΡΟΣ ΠΟΛΗ,39.660229,19.839533
745,GOVINO BAY- PARK HOTEL TO TOWN,GOVINO BAY- PARK HOTEL ΠΡΟΣ ΠΟΛΗ,39.657704,19.838980
746,HOTEL KORKYRA TO TOWN,ΞΕΝΟΔΟΧΕΙΟ ΚΟΡΚΥΡΑ ΠΡΟΣ ΠΟΛΗ,39.654986,19.840299
747,GOUVIA CENTER TO TOWN,ΓΟΥΒΙΑ ΚΕΝΤΡΟ ΠΡΟΣ ΠΟΛΗ,39.651529,19.842659
748,SPITI PRIFTI TO TOWN,ΣΠΙΤΙ ΠΡΙΦΤΗ ΠΡΟΣ ΠΟΛΗ,39.648110,19.846158
749,HOSPITAL-KONTOKALI TO TOWN,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ-ΚΟΝΤΟΚΑΛΙ ΠΡΟΣ ΠΟΛΗ,39.644569,19.850690
750,PIPILAS TO TOWN,ΠΙΠΙΛΑΣ ΠΡΟΣ ΠΟΛΗ,39.644405,19.854279
751,HOTEL TELESILLA & MARINA GOUVIA TO TOWN,ΞΕΝΟΔΟΧΕΙΟ TELESILLA & ΜΑΡΙΝΑ ΓΟΥΒΙΩΝ ΠΡΟΣ ΠΟΛΗ,39.644762,19.856774
752,SOTIRIOTISSA- HOTEL KONTOKALI BAY TO TOWN,ΣΩΤΗΡΙΩΤΙΣΣΑ- ΞΕΝΟΔΟΧΕΙΟ ΚΟΝΤΟΚΑΛΙ BAY ΠΡΟΣ ΠΟΛΗ,39.644785,19.859660
753,KINEZIKO TO TOWN,ΚΙΝΕΖΙΚΟ ΠΡΟΣ ΠΟΛΗ,39.640492,19.863798
754,BY NIGHT TO TOWN,ΠΑΛΙΟ BY NIGHT ΠΡΟΣ ΠΟΛΗ,39.638957,19.866638
755,ST. AIKATERINI TO TOWN,ΑΓΙΑ ΑΙΚΑΤΕΡΙΝΗ ΠΡΟΣ ΠΟΛΗ,39.636771,19.871767
756,MAGAZAKI TO TOWN,ΜΑΓΑΖΑΚΙ ΠΡΟΣ ΠΟΛΗ,39.634777,19.876456
757,HOTEL SUNSET TO TOWN,ΞΕΝΟΔΟΧΕΙΟ SUNSET ΠΡΟΣ ΠΟΛΗ,39.633216,19.880120
758,HOTEL KERKYRA GOLF LOUIS BLUE TO TOWN,ΞΕΝΟΔΟΧΕΙΟ KERKYRA GOLF LOUIS BLUE ΠΡΟΣ ΠΟΛΗ,39.631466,19.883223
759,POTAMOS BRIDGE TO TOWN,ΓΕΦΥΡΑ ΠΟΤΑΜΟΥ ΠΡΟΣ ΠΟΛΗ,39.629434,19.886210
760,TSORIS TO TOWN,ΤΣΟΡΗΣ ΠΡΟΣ ΠΟΛΗ,39.627454,19.888237
762,ELEA BEACH HOTEL,ELEA BEACH HOTEL,39.685039,19.837321
763,CASTELLO,ΚΑΣΤΕΛΟ,39.687542,19.831650
764,KATOMERI TERMINAL TO TOWN,ΚΑΤΩΜΕΡΙ ΤΕΡΜΑ ΠΡΟΣ ΠΟΛΗ,39.689463,19.828951
765,CASTELLO TO TOWN,ΚΑΣΤΕΛΟ ΠΡΟΣ ΠΟΛΗ,39.687462,19.831621
767,ELEA BEACH HOTEL,ELEA BEACH HOTEL,39.685139,19.837850
768,KATOMERI JUNCTION,ΔΙΑΣΤΑΥΡΩΣΗ ΚΑΤΩΜΕΡΙ,39.688146,19.838537
769,MAGKIOROU,ΜΑΓΚΙΟΡΟΥ,39.690330,19.837822
770,FAIAKON HIGH SCHOOL,ΓΥΜΝΑΣΙΟ ΦΑΙΑΚΩΝ,39.693725,19.837834
771,IPSOS,ΥΨΟΣ,39.695303,19.837965
772,FAIAKON TOWN HALL,ΔΗΜΑΡΧΕΙΟ ΦΑΙΑΚΩΝ,39.698225,19.838590
773,CENTER OF IPSOS,ΚΕΝΤΡΟ ΥΨΟΥ,39.700923,19.840160
774,LIMANAKI,ΛΙΜΑΝΑΚΙ,39.703313,19.841610
775,PLAGIA,ΠΛΑΓΙΑ,39.706215,19.843565
776,ST. MARKOS JUNCTION,ΔΙΑΣΤΑΥΡΩΣΗ ΑΓΙΟΥ ΜΑΡΚΟΥ,39.708264,19.842872
777,HOTEL MARILENA TO TOWN,ΞΕΝΟΔΟΧΕΙΟ ΜΑΡΙΛΕΝΑ ΠΡΟΣ ΠΟΛΗ,39.708102,19.844039
778,ST. MARKOS JUNCTION TO TOWN,ΔΙΑΣΤΑΥΡΩΣΗ ΑΓΙΟΥ ΜΑΡΚΟΥ ΠΡΟΣ ΠΟΛΗ,39.708249,19.842658
779,PLAGIA TO TOWN,ΠΛΑΓΙΑ ΠΡΟΣ ΠΟΛΗ,39.706641,19.843632
780,LIMANAKI TO TOWN,ΛΙΜΑΝΑΚΙ ΠΡΟΣ ΠΟΛΗ,39.703388,19.841490
781,CENTER OF IPSOS TO TOWN,ΚΕΝΤΡΟ ΥΨΟΥ ΠΡΟΣ ΠΟΛΗ,39.701095,19.840134
782,FAIAKON TOWN HALL TO TOWN,ΔΗΜΑΡΧΕΙΟ ΦΑΙΑΚΩΝ ΠΡΟΣ ΠΟΛΗ,39.698296,19.838484
783,IPSOS TO TOWN,ΥΨΟΣ ΠΡΟΣ ΠΟΛΗ,39.695225,19.837830
784,FAIAKON HIGH SCHOOL TO TOWN,ΓΥΜΝΑΣΙΟ ΦΑΙΑΚΩΝ ΠΡΟΣ ΠΟΛΗ,39.693760,19.837706
785,MAGKIOROU TO TOWN,ΜΑΓΚΙΟΡΟΥ ΠΡΟΣ ΠΟΛΗ,39.690315,19.837677
786,KATOMERI JUNCTION,ΔΙΑΣΤΑΡΥΩΣΗ ΚΑΤΩΜΕΡΙ ΠΡΟΣ ΠΟΛΗ,39.688099,19.838396
787,SUGAR,SUGAR,39.704806,19.842703
788,SUGAR TO TOWN,SUGAR ΠΡΟΣ ΠΟΛΗ,39.704910,19.842671
801,"SAN ROCCO SQUARE LINE 2B,8,11,14,15 PORT","ΠΛΑΤΕΙΑ ΣΑΡΟΚΟΥ ΓΡΑΜΜΗ 2B,8,11,14,15 ΛΙΜΑΝΙ",39.622071,19.918044
802,KRITIKOS,ΚΡΗΤΙΚΟΣ,39.619044,19.908161
803,ANO KOULINES,ΑΝΩ ΚΟΥΛΙΝΕΣ,39.616613,19.904702
804,KATO KOULINES,ΚΑΤΩ ΚΟΥΛΙΝΕΣ,39.615429,19.903814
805,SKIADOPOULOS,ΣΚΙΑΔΟΠΟΥΛΟΣ,39.615636,19.901000
806,HAWAII,ΧΑΒΑΗ,39.616976,19.897552
807,MAMALI - DEI,ΜΑΜΑΛΟΙ - ΔΕΗ,39.615366,19.894285
808,GEROGIANNIS,ΓΕΡΟΓΙΑΝΝΗΣ,39.613553,19.888712
809,ALEPOU,ΑΛΕΠΟΥ,39.612826,19.886010
810,GEFIRAKI,ΓΕΦΥΡΑΚΙ,39.610789,19.880857
811,LAVRANOU,ΛΑΒΡΑΝΟΥ,39.609989,19.878522
812,TSILIMPOUKI,ΤΣΙΛΙΜΠΟΥΚΗ,39.608261,19.875569
813,PIRI,ΠΥΡΗ,39.607811,19.873175
814,ELIA KOBITSI,ΕΛΙΑ ΚΟΜΠΙΤΣΙΟΥ,39.607111,19.869748
815,KATSIBELI,ΚΑΤΣΙΜΠΕΛΗ,39.606670,19.867171
816,TRIKLINO,ΤΡΙΚΛΙΝΟ,39.608102,19.862637
817,DOULOU,ΔΟΥΛΟΥ,39.606820,19.859125
818,PELEKAS JUNCTION,ΔΙΑΣΤΑΥΡΩΣΗ ΠΕΛΕΚΑ,39.608938,19.854655
819,POST BOX,ΤΑΧΥΔΡΟΜΙΚΗ ΘΥΡΙΔΑ,39.611374,19.851637
820,VLADIMIR,ΒΛΑΝΤΙΜΙΡ,39.612819,19.846939
821,VASILAKIS,ΒΑΣΙΛΑΚΗΣ,39.614559,19.845960
822,ST. IOANNIS,ΑΓΙΟΣ ΙΩΑΝΝΗΣ,39.615460,19.843162
823,AQUALAND TO TOWN,AQUALAND ΠΡΟΣ ΠΟΛΗ,39.618102,19.839375
824,ST. IOANNIS TO TOWN,ΑΓΙΟΣ ΙΩΑΝΝΗΣ ΠΡΟΣ ΠΟΛΗ,39.615386,19.843082
825,VASILAKIS TO TOWN,ΒΑΣΙΛΑΚΗΣ ΠΡΟΣ ΠΟΛΗ,39.614468,19.845943
826,VLADIMIR TO TOWN,ΒΛΑΝΤΙΜΙΡ ΠΡΟΣ ΠΟΛΗ,39.612707,19.846943
827,POST BOX TO TOWN,ΤΑΧΥΔΡΟΜΙΚΗ ΘΥΡΙΔΑ ΠΡΟΣ ΠΟΛΗ,39.611350,19.851524
828,PELEKAS JUNCTION TO TOWN,ΔΙΑΣΤΑΥΡΩΣΗ ΠΕΛΕΚΑ ΠΡΟΣ ΠΟΛΗ,39.608704,19.854696
829,DOULOU TO TOWN,ΔΟΥΛΟΥ ΠΡΟΣ ΠΟΛΗ,39.606730,19.858857
830,TRIKLINO TO TOWN,ΤΡΙΚΛΙΝΟ ΠΡΟΣ ΠΟΛΗ,39.607984,19.862708
831,KATSIBELI TO TOWN,ΚΑΤΣΙΜΠΕΛΗ ΠΡΟΣ ΠΟΛΗ,39.606570,19.867150
832,ELIA KOBITSIOU TO TOWN,ΕΛΙΑ ΚΟΜΠΙΤΣΙΟΥ ΠΡΟΣ ΠΟΛΗ,39.607046,19.869818
833,PIRI TO TOWN,ΠΥΡΗ ΠΡΟΣ ΠΟΛΗ,39.607736,19.873318
834,TSILIMPOUKI TO TOWN,ΤΣΙΛΙΜΠΟΥΚΗ ΠΡΟΣ ΠΟΛΗ,39.608199,19.875680
835,LAVRANOU TO TOWN,ΛΑΒΡΑΝΟΥ ΠΡΟΣ ΠΟΛΗ,39.609977,19.878739
836,GEFIRAKI TO TOWN,ΓΕΦΥΡΑΚΙ ΠΡΟΣ ΠΟΛΗ,39.610705,19.880884
837,ALEPOU TO TOWN,ΑΛΕΠΟΥ ΠΡΟΣ ΠΟΛΗ,39.612743,19.885995
838,GEROGIANNIS TO TOWN,ΓΕΡΟΓΙΑΝΝΗΣ ΠΡΟΣ ΠΟΛΗ,39.613458,19.889196
839,MAMALI - DEI TO TOWN,ΜΑΜΑΛΟΙ - ΔΕΗ ΠΡΟΣ ΠΟΛΗ,39.615268,19.894292
840,HAWAII TO TOWN,ΧΑΒΑΗ ΠΡΟΣ ΠΟΛΗ,39.616844,19.897615
841,SKIADOPOULOS TO TOWN,ΣΚΙΑΔΟΠΟΥΛΟΣ ΠΡΟΣ ΠΟΛΗ,39.615582,19.900923
842,KATO KOULINES TO TOWN,ΚΑΤΩ ΚΟΥΛΙΝΕΣ ΠΡΟΣ ΠΟΛΗ,39.615340,19.903873
843,ANO KOULINES TO TOWN,ΑΝΩ ΚΟΥΛΙΝΕΣ,39.616586,19.904764
844,KRITIKOS TO TOWN,ΚΡΗΤΙΚΟΣ ΠΡΟΣ ΠΟΛΗ,39.618762,19.908065
845,ST. SPIRIDON KOTSELA TO TOWN,ΑΓΙΟΣ ΣΠΥΡΙΔΩΝ ΚΩΤΣΕΛΑ ΠΡΟΣ ΠΟΛΗ,39.619533,19.910538
846,PENTARA TO TOWN,ΠΕΝΤΑΡΑ ΠΡΟΣ ΠΟΛΗ,39.620332,19.912668
858,AFRA - TRIKLINO JUNCTION TO TOWN,ΔΙΑΣΤΑΥΡΩΣΗ ΤΡΙΚΛΙΝΟ ΑΦΡΑ ΠΡΟΣ ΠΟΛΗ,39.608423,19.863120
859,AGROFILAKA TO TOWN,ΑΓΡΟΦΥΛΑΚΑ ΠΡΟΣ ΠΟΛΗ,39.612218,19.861991
860,KALIVIA TO TOWN,ΚΑΛΥΒΙΑ ΠΡΟΣ ΠΟΛΗ,39.613541,19.862564
861,VOULGARI TO TOWN,ΒΟΥΛΓΑΡΗ ΠΡΟΣ ΠΟΛΗ,39.617600,19.862952
862,ESTAVROMENOS TO TOWN,ΕΣΤΑΥΡΩΜΕΝΟΣ ΠΡΟΣ ΠΟΛΗ,39.619094,19.862697
863,SCHOOL OF AFRA TO TOWN,ΣΧΟΛΕΙΟ ΑΦΡΑ ΠΡΟΣ ΠΟΛΗ,39.621128,19.860529
864,AFRA SQAURE TO TOWN,ΠΛΑΤΕΙΑ ΑΦΡΑΣ ΠΡΟΣ ΠΟΛΗ,39.621785,19.857689
865,PILIOKOKOU TO TOWN,ΠΙΛΙΟΚΟΚΟΥ ΠΡΟΣ ΠΟΛΗ,39.623208,19.853309
866,KAPELA TO TOWN,ΚΑΠΕΛΑ ΠΡΟΣ ΠΟΛΗ,39.624779,19.846956
867,OLD TERMINAL AFRA TO TOWN,ΠΑΛΙΟ ΤΕΡΜΑ ΑΦΡΑΣ ΠΡΟΣ ΠΟΛΗ,39.624992,19.844723
868,KARDAKARI TO TOWN,ΚΑΡΔΑΚΑΡΗ ΠΡΟΣ ΠΟΛΗ,39.620703,19.841535
870,SITSA TO TOWN,ΣΙΤΣΑ ΠΡΟΣ ΠΟΛΗ,39.622568,19.856392
871,BARIKIOU TO TOWN,ΜΠΑΡΙΚΙΟΥ ΠΡΟΣ ΠΟΛΗ,39.623190,19.851290
872,PUBLIC HOUSING ST. IOANNIS TO TOWN,ΕΡΓΑΤΙΚΕΣ ΚΑΤΟΙΚΙΕΣ ΑΓ. ΙΩΑΝΝΗΣ ΠΡΟΣ ΠΟΛΗ,39.618833,19.840067
900,KINDERGARTEN VRIONI,ΝΗΠΙΑΓΩΓΕΙΟ ΒΡΥΩΝΗ,39.592091,19.892215
901,PAPAKATERI,ΠΑΠΑΚΑΤΕΡΙ,39.589394,19.888175
902,PIGADOULIA,ΠΗΓΑΔΟΥΛΙΑ,39.587499,19.886436
903,NERAIDA,ΝΕΡΑΪΔΑ,39.586654,19.883801
904,SCHOOL OF VIROS,ΣΧΟΛΕΙΟ ΒΥΡΟΥ,39.585913,19.882271
905,ST. GEORGE VIROU,ΑΓΙΟΣ ΓΕΩΡΓΙΟΣ ΒΙΡΟΥ,39.587185,19.878630
906,KOTSIFAKIA,ΚΟΤΣΙΦΑΚΙΑ,39.589606,19.873215
907,KOTHONIKI,ΚΟΘΟΝΙΚΗ,39.585587,19.869424
908,KOUTROULI,ΚΟΥΤΡΟΥΛΗ,39.583981,19.868818
909,ST. MARINA,ΑΓΙΑ ΜΑΡΙΝΑ,39.582205,19.866587
910,COURT KALAFATIONES,ΓΗΠΕΔΟ ΚΑΛΑΦΑΤΙΩΝΕΣ,39.581970,19.862886
911,CAFE KALAFATIONES,ΚΑΦΕΝΕΙΟ ΚΑΛΑΦΑΤΙΩΝΕΣ,39.579878,19.860922
912,KALAFATIONES SQUARE,ΠΛΑΤΕΙΑ ΚΑΛΑΦΑΤΙΩΝΕΣ,39.579886,19.858107
913,PLAYGROUND KALAFATIONES,ΠΑΙΔΙΚΗ ΧΑΡΑ ΚΑΛΑΦΑΤΙΩΝΕΣ,39.580152,19.855425
914,TERMINAL VARIPATADES TO TOWN,ΤΕΡΜΑ ΒΑΡΥΠΑΤΑΔΕΣ ΠΡΟΣ ΠΟΛΗ,39.583816,19.850302
920,KINDERGARTEN VRIONI TO TOWN,ΝΗΠΙΑΓΩΓΕΙΟ ΒΡΥΩΝΗ ΠΡΟΣ ΠΟΛΗ,39.592005,19.892250
921,PAPAKATERI TO TOWN,ΠΑΠΑΚΑΤΕΡΙ ΠΡΟΣ ΠΟΛΗ,39.589358,19.888240
922,PIGADOULIA TO TOWN,ΠΗΓΑΔΟΥΛΙΑ ΠΡΟΣ ΠΟΛΗ,39.587525,19.886580
923,NERAIDA TO TOWN,ΝΕΡΑΪΔΑ ΠΡΟΣ ΠΟΛΗ,39.586583,19.883832
924,SCHOOL OF VIROS TO TOWN,ΣΧΟΛΕΙΟ ΒΥΡΟΥ ΠΡΟΣ ΠΟΛΗ,39.585816,19.882329
925,ST. GEORGE VIROS TO TOWN,ΑΓΙΟΣ ΓΕΩΡΓΙΟΣ ΒIΡΟΥ ΠΡΟΣ ΠΟΛΗ,39.587083,19.878625
926,KOTSIFAKIA TO TOWN,ΚΟΤΣΙΦΑΚΙΑ ΠΡΟΣ ΠΟΛΗ,39.589156,19.872677
927,KOTHONIKI TO TOWN,ΚΟΘΟΝΙΚΗ ΠΡΟΣ ΠΟΛΗ,39.585703,19.869584
928,KOUTROULI TO TOWN,ΚΟΥΤΡΟΥΛΗ ΠΡΟΣ ΠΟΛΗ,39.583875,19.868929
929,ST. MARINA TO TOWN,ΑΓΙΑ ΜΑΡΙΝΑ ΠΡΟΣ ΠΟΛΗ,39.582057,19.866430
930,COURT KALAFATIONES TO TOWN,ΓΗΠΕΔΟ ΚΑΛΑΦΑΤΙΩΝΕΣ ΠΡΟΣ ΠΟΛΗ,39.581986,19.863004
931,CAFE KALAFATIONES TO TOWN,ΚΑΦΕΝΕΙΟ ΚΑΛΑΦΑΤΙΩΝΕΣ ΠΡΟΣ ΠΟΛΗ,39.579784,19.860939
932,KALAFATIONES SQUARE TO TOWN,ΠΛΑΤΕΙΑ ΚΑΛΑΦΑΤΙΩΝΕΣ ΠΡΟΣ ΠΟΛΗ,39.579823,19.858092
933,PLAYGROUND KALAFATIONES TO TOWN,ΠΑΙΔΙΚΗ ΧΑΡΑ ΚΑΛΑΦΑΤΙΩΝΕΣ ΠΡΟΣ ΠΟΛΗ,39.580046,19.855491
934,MEMITSA,ΜΕΜΙΤΣΑ,39.590554,19.890602
935,RELIOU,ΡΕΛΙΟΥ,39.588633,19.876145
936,MEMITSA TO TOWN,ΜΕΜΙΤΣΑ ΠΡΟΣ ΠΟΛΗ,39.590002,19.889632
937,RELIOU TO TOWN,ΡΕΛΙΟΥ ΠΡΟΣ ΠΟΛΗ,39.588683,19.875542
982,KASTROS (SEASIDE),ΚΑΣΤΡΟΣ (ΠΑΡΑΛΙΑΚΑ),39.614526,19.920765
983,KARATZA (SEASIDE),ΚΑΡΑΤΖΑ (ΠΑΡΑΛΙΑΚΑ),39.613266,19.920901
984,DESSYLA (SEASIDE),ΔΕΣΣΥΛΑ (ΠΑΡΑΛΙΑΚΑ),39.611936,19.921902
985,GARITSA PLAYGROUND (SEASIDE),ΠΑΙΔΙΚΗ ΧΑΡΑ ΓΑΡΙΤΣΑ (ΠΑΡΑΛΙΑΚΑ),39.611061,19.925038
986,AGAMON (SEASIDE),ΑΓΑΜΩΝ (ΠΑΡΑΛΙΑΚΑ),39.611546,19.923095
987,ANEMOMYLOS (SEASIDE),ΑΝΕΜΟΜΥΛΟΣ (ΠΑΡΑΛΙΑΚΑ),39.610792,19.927089
1019,PIKOULEON TO ACHILLION,ΠΙΚΟΥΛΑΙΩΝ ΠΡΟΣ ΑΧΙΛΛΕΙΟΝ,39.568942,19.896851
1020,GIATROU TO ACHILLION,ΓΙΑΤΡΟΥ ΠΡΟΣ ΑΧΙΛΛΕΙΟΝ,39.566126,19.896965
1021,PAXATIKA JUNCTION TO ACHILLION,ΔΙΑΣΤΑΥΡΩΣΗ ΠΑΧΑΤΙΚΑ ΠΡΟΣ ΑΧΙΛΛΕΙΟΝ,39.562078,19.897308
1022,PHILHARMONIC TO ACHILLION,ΦΙΛΑΡΜΟΝΙΚΗ ΠΡΟΣ ΑΧΙΛΛΕΙΟΝ,39.561326,19.898514
1023,SCHOOL OF GASTOURI TO ACHILLION,ΣΧΟΛΕΙΟ ΓΑΣΤΟΥΡΙΟΥ ΠΡΟΣ ΑΧΙΛΛΕΙΟΝ,39.561696,19.900882
1024,ACHILLION,ΑΧΙΛΛΕΙΟΝ,39.561725,19.903391
1025,SCHOOL OF GASTOURI,ΣΧΟΛΕΙΟ ΓΑΣΤΟΥΡΙΟΥ,39.561744,19.900936
1026,PHILHARMONIC,ΦΙΛΑΡΜΟΝΙΚΗ,39.561432,19.898519
1027,PAXATIKA JUNCTION,ΔΙΑΣΤΑΥΡΩΣΗ ΠΑΧΑΤΙΚΑ,39.562108,19.897380
1028,GIATROU,ΓΙΑΤΡΟΥ,39.566205,19.897139
1029,PIKOULEON,ΠΙΚΟΥΛΑΙΩΝ,39.568999,19.896951
1030,HOTEL BENITSES VIEW TO TOWN,ΞΕΝΟΔΟΧΕΙΟ BENITSES VIEW ΠΡΟΣ ΠΟΛΗ,39.560804,19.905502
1119,ELIA KAROUBATIKA,ΕΛΙΑ ΚΑΡΟΥΜΠΑΤΙΚΑ,39.608444,19.847135
1120,KAROUBATIKA,ΚΑΡΟΥΜΠΑΤΙΚΑ,39.606930,19.843415
1121,VELLIANITI,ΒΕΛΛΙΑΝΙΤΗ,39.605622,19.840301
1122,KATO LIMNI,ΚΑΤΩ ΛΙΜΝΗ,39.604566,19.835054
